frame,timestamp_s,fps,2d_neck_alpha,2d_neck_beta,2d_neck_gamma,2d_trunk_alpha,2d_trunk_beta,2d_trunk_gamma,2d_right_shoulder_alpha,2d_right_shoulder_beta,2d_right_shoulder_gamma,2d_right_shoulder_elevation,2d_left_shoulder_alpha,2d_left_shoulder_beta,2d_left_shoulder_gamma,2d_left_shoulder_elevation,2d_right_elbow,2d_left_elbow,2d_right_knee,2d_left_knee,3d_neck_alpha,3d_neck_beta,3d_neck_gamma,3d_trunk_alpha,3d_trunk_beta,3d_trunk_gamma,3d_right_shoulder_alpha,3d_right_shoulder_beta,3d_right_shoulder_gamma,3d_right_shoulder_elevation,3d_left_shoulder_alpha,3d_left_shoulder_beta,3d_left_shoulder_gamma,3d_left_shoulder_elevation,3d_right_elbow,3d_left_elbow,3d_right_knee,3d_left_knee
266,17.733333,15,0.0000,0.0000,8.5379,0.0000,0.0000,0.0138,0.0000,0.0000,6.5575,-5.3509,0.0000,0.0000,-2.2553,-0.0810,0.6568,10.4402,1.3258,3.9184,-7.3287,0.7017,64.9237,55.6011,1.6590,-17.6635,34.8355,10.0056,-2.3226,41.9660,45.0991,19.0450,3.0756,21.6054,2.0529,9.2841,0.0000,0.0000
267,17.800000,15,0.0000,0.0000,2.4622,0.0000,0.0000,0.0147,0.0000,0.0000,0.1928,0.0181,0.0000,0.0000,0.2236,-0.1694,0.3452,0.8430,1.3574,3.8451,-11.1642,5.3224,54.3613,55.3035,1.6536,-20.6854,30.3930,7.3358,-2.1620,44.7844,46.1217,16.3400,2.9251,23.5889,7.1951,19.0272,0.0000,0.0000
268,17.866667,15,0.0000,0.0000,0.3872,0.0000,0.0000,2.0034,0.0000,0.0000,0.0966,2.1059,0.0000,0.0000,-0.0379,-2.1277,3.7135,0.7593,1.4463,3.8844,1.6475,6.3715,39.4358,36.3787,2.9864,-29.0342,1.4119,7.2926,0.4681,23.5232,31.0304,17.0169,-355.8317,3.5366,11.9004,10.6618,0.0000,0.0000
269,17.933333,15,0.0000,0.0000,0.2591,0.0000,0.0000,0.0830,0.0000,0.0000,0.0890,0.1730,0.0000,0.0000,-0.5020,-0.1661,3.7880,1.1428,1.6264,3.8588,-5.7594,-1.0677,37.9867,27.2230,0.9437,-15.4531,-5.1962,3.4097,0.9100,12.8395,24.0846,13.8643,-355.4361,-7.8605,8.4948,11.4224,0.0000,0.0000
270,18.000000,15,0.0000,0.0000,-1.9148,0.0000,0.0000,1.9945,0.0000,0.0000,0.1671,2.0163,0.0000,0.0000,-0.4844,-2.0803,3.3870,0.9025,1.6714,3.8305,8.9234,0.3560,30.0119,25.2745,2.7604,-7.7773,-1.8549,4.0543,1.0391,17.0741,14.3914,11.6081,-354.1164,-8.7035,9.0646,17.8215,0.0000,0.0000
271,18.066667,15,0.0000,0.0000,-1.0474,0.0000,0.0000,1.8343,0.0000,0.0000,8.5303,-3.6067,0.0000,0.0000,-2.6559,-1.9880,2.7249,6.3962,1.6392,3.8378,-7.4488,-4.5874,57.5328,16.1873,2.3501,-9.0271,-2.1786,6.2266,0.4212,6.5979,13.6425,13.6800,4.1318,-7.8787,16.2016,12.0435,0.0000,0.0000
272,18.133333,15,0.0000,0.0000,1.5603,0.0000,0.0000,0.0112,0.0000,0.0000,3.1680,-0.0061,0.0000,0.0000,-1.8742,-0.1058,3.0611,5.5080,1.6779,2.0123,3.0428,-5.3677,65.6676,25.5787,0.8245,-5.8798,10.6764,8.5078,-0.0434,11.8743,18.9328,12.1523,-354.9930,-9.9758,14.8377,14.7892,0.0000,0.0000
273,18.200000,15,0.0000,0.0000,1.1793,0.0000,0.0000,0.0031,0.0000,0.0000,3.2185,-0.0105,0.0000,0.0000,-5.6058,3.6505,6.1497,5.5545,1.4070,3.8616,0.7186,-5.5414,31.7249,17.3719,0.5518,-7.1420,0.1021,4.7371,0.3172,9.7704,23.5453,13.6189,3.8857,-2.4661,17.8490,3.5879,0.0000,0.0000
274,18.266667,15,0.0000,0.0000,0.3870,0.0000,0.0000,0.0161,0.0000,0.0000,1.2347,0.0768,0.0000,0.0000,-1.8200,-0.0979,4.2472,5.1097,1.7460,1.9694,2.1091,-5.3167,16.3111,17.5874,0.5776,-5.2766,2.5586,3.2795,0.4376,10.0305,25.5469,14.0383,-355.7824,-6.1619,14.6458,4.5469,0.0000,0.0000
275,18.333333,15,0.0000,0.0000,-0.1253,0.0000,0.0000,0.0002,0.0000,0.0000,6.3315,-5.0473,0.0000,0.0000,0.2061,-0.0422,4.2518,3.0029,1.3456,3.8221,18.1029,1.0530,38.8694,15.8940,0.5074,-7.0381,-5.0035,1.0670,0.0750,4.7954,12.2107,7.8880,3.4010,-5.7597,4.3633,16.9169,0.0000,0.0000
276,18.400000,15,0.0000,0.0000,0.1054,0.0000,0.0000,0.0173,0.0000,0.0000,1.1342,0.1229,0.0000,0.0000,0.1833,-0.0512,1.5888,2.9767,1.7671,0.0319,11.1968,-2.2149,32.1424,12.8441,0.3928,-5.0308,-1.8564,1.3825,0.2880,7.3430,11.2985,6.8042,3.6785,-5.0312,5.8619,14.0997,0.0000,0.0000
277,18.466667,15,0.0000,0.0000,-0.2142,0.0000,0.0000,0.0006,0.0000,0.0000,1.0826,0.1313,0.0000,0.0000,-0.0877,-0.0776,4.1272,2.7305,3.0291,0.0762,5.1680,3.8548,28.2828,11.3918,0.3642,-25.2710,-14.8905,4.8808,0.4094,7.1467,31.4359,13.8712,4.1336,-7.2098,7.9314,20.0598,0.0000,0.0000
278,18.533333,15,0.0000,0.0000,-0.1202,0.0000,0.0000,0.0171,0.0000,0.0000,1.1343,0.1127,0.0000,0.0000,-0.0902,-0.0629,4.2345,2.7365,1.4108,0.0252,-15.8553,-11.6358,36.0609,2.0689,0.0417,-3.5744,-11.6517,-3.0523,-1.2474,5.1291,0.0980,2.3301,1.0408,1.1020,4.4682,5.3152,0.0000,0.0000
279,18.600000,15,0.0000,0.0000,-0.1212,0.0000,0.0000,0.0054,0.0000,0.0000,1.1192,0.0649,0.0000,0.0000,-0.1062,-0.0316,4.2017,2.7590,3.0794,0.0108,-19.8519,3.6157,33.7483,3.6827,0.0814,-25.2753,-30.5687,4.9280,0.2183,8.8352,17.9434,13.8441,4.0474,-5.3893,7.9492,17.4156,0.0000,0.0000
280,18.666667,15,0.0000,0.0000,-0.1068,0.0000,0.0000,0.0044,0.0000,0.0000,1.1979,0.0069,0.0000,0.0000,-0.1302,-0.0054,4.2473,2.7537,3.1550,2.2448,-9.4239,8.5389,28.4880,3.6484,0.0706,-33.8492,-30.5767,9.5024,1.3516,6.5213,35.9980,12.5331,4.0497,-10.0491,3.2886,13.0453,0.0000,0.0000
281,18.733333,15,0.0000,0.0000,1.5036,0.0000,0.0000,1.6632,0.0000,0.0000,1.1414,-1.6274,0.0000,0.0000,-0.1053,1.6522,1.2431,2.7906,3.1626,1.7702,-7.4591,-0.0944,30.6229,5.1174,-1.5110,-21.0978,-30.2635,1.3918,-1.2659,8.2221,8.1027,10.9131,2.9657,-1.7025,16.4288,1.9224,0.0000,0.0000
282,18.800000,15,0.0000,0.0000,-0.0906,0.0000,0.0000,0.0369,0.0000,0.0000,1.1665,0.0110,0.0000,0.0000,0.2158,0.0122,1.3057,3.0760,3.1757,1.7816,1.5376,9.8360,29.7180,5.1711,0.0865,-40.0737,-44.7920,17.1508,2.3954,8.8290,37.3885,11.6617,3.9320,-10.0896,35.2698,15.8966,0.0000,0.0000
283,18.866667,15,0.0000,0.0000,1.2394,0.0000,0.0000,1.6150,0.0000,0.0000,0.1008,-1.6020,0.0000,0.0000,-0.1148,1.6079,0.2801,2.7735,3.2697,1.7312,3.8260,7.4065,-8.5870,6.9022,-1.4162,-38.2437,-41.5895,12.8996,0.6698,5.6795,36.5763,10.8740,4.1128,-8.4909,25.3948,21.1170,0.0000,0.0000
284,18.933333,15,0.0000,0.0000,1.3111,0.0000,0.0000,1.6777,0.0000,0.0000,1.1567,-1.6335,0.0000,0.0000,-0.0727,1.6857,1.3660,2.8344,1.9240,1.6968,25.3072,2.7976,-15.4267,14.4202,-1.2608,-29.5370,-32.2470,7.2834,-0.5389,6.9147,26.3091,13.0275,3.9554,-4.8379,22.6128,17.2956,0.0000,0.0000
285,19.000000,15,0.0000,0.0000,1.3382,0.0000,0.0000,1.6742,0.0000,0.0000,1.1517,-1.6087,0.0000,0.0000,-0.0883,1.6822,1.4066,2.7721,1.8111,1.7637,16.7929,0.2223,-6.6165,8.1779,-1.4396,-12.6509,-18.3416,-1.8740,-1.0930,4.1502,16.2208,8.9329,3.0879,-3.3121,9.3255,14.9135,0.0000,0.0000
286,19.066667,15,0.0000,0.0000,1.2647,0.0000,0.0000,1.6586,0.0000,0.0000,0.1105,-1.6104,0.0000,0.0000,-0.0866,1.6673,0.3219,2.8130,1.7436,1.6896,24.8587,2.7679,-16.2164,14.2926,-1.2457,-23.1433,-32.1809,2.9528,-0.6994,6.7901,25.5687,12.2865,3.9081,-4.6005,27.0100,19.2730,0.0000,0.0000
287,19.133333,15,0.0000,0.0000,1.1846,0.0000,0.0000,1.6498,0.0000,0.0000,0.0993,-1.5743,0.0000,0.0000,-0.1108,1.6573,0.5000,2.7706,3.1117,1.6194,18.4092,3.8682,-12.0106,14.4194,-1.2330,-20.9977,-24.2289,1.2465,-0.5067,6.8747,25.6596,12.0624,3.9057,-4.4436,15.5625,17.3378,0.0000,0.0000
288,19.200000,15,0.0000,0.0000,-0.4335,0.0000,0.0000,0.0117,0.0000,0.0000,1.1594,0.0660,0.0000,0.0000,-0.1009,0.0012,1.4287,2.8251,3.1530,1.7178,3.9826,-0.1470,-2.5530,2.1574,0.0404,-14.9022,-20.1012,0.0765,-0.9136,5.0948,10.1480,9.9796,2.9647,-3.5279,9.4889,12.5938,0.0000,0.0000
289,19.266667,15,0.0000,0.0000,1.1924,0.0000,0.0000,1.6397,0.0000,0.0000,0.1374,-1.5809,0.0000,0.0000,-0.1484,1.6500,3.1771,2.7357,3.1099,1.7996,13.8646,-0.8172,1.8470,8.1805,-1.4053,-10.7466,-18.1748,-3.6544,-1.1959,4.7195,8.4499,6.8135,2.5360,-2.3388,5.9707,2.3144,0.0000,0.0000
290,19.333333,15,0.0000,0.0000,-0.4880,0.0000,0.0000,0.0157,0.0000,0.0000,0.1132,0.0834,0.0000,0.0000,-0.1199,-0.0134,0.3945,2.7884,3.0997,1.6231,17.6103,3.3190,-27.8319,6.7127,0.1878,-18.7900,-20.7449,1.0368,-0.1929,4.4667,26.1004,12.9619,3.9742,-7.2899,15.0282,21.7312,0.0000,0.0000
291,19.400000,15,0.0000,0.0000,-0.5053,0.0000,0.0000,0.0134,0.0000,0.0000,0.1324,0.0597,0.0000,0.0000,-0.1562,0.0023,3.2089,2.7485,3.1564,1.6784,21.7336,2.6469,6.3635,9.8310,0.2846,-6.5377,-3.0475,0.1997,0.1239,4.7452,25.2873,11.7203,3.8315,-5.9735,2.3323,20.9865,0.0000,0.0000
292,19.466667,15,0.0000,0.0000,-0.6900,0.0000,0.0000,0.0213,0.0000,0.0000,0.1435,0.0213,0.0000,0.0000,-0.1599,0.0190,3.1584,2.7533,3.1256,0.0629,18.8944,1.8270,30.4716,6.7059,0.1935,-6.7433,-0.2589,1.2744,0.1630,3.3814,17.0044,9.1127,3.2051,-4.8130,8.1846,17.3263,0.0000,0.0000
293,19.533333,15,0.0000,0.0000,-0.5169,0.0000,0.0000,0.0092,0.0000,0.0000,0.1456,0.0409,0.0000,0.0000,-0.1450,-0.0077,3.1939,2.7633,3.0799,0.0318,16.4943,2.4204,-19.1824,8.2537,0.2545,-14.7363,-17.1212,-0.2687,-0.2555,5.6951,16.1743,11.1991,3.6395,-5.5100,9.6689,10.3832,0.0000,0.0000
294,19.600000,15,0.0000,0.0000,-0.5211,0.0000,0.0000,0.0051,0.0000,0.0000,0.1573,0.0279,0.0000,0.0000,0.1529,-0.0146,3.1411,3.0333,1.7688,1.6310,7.3482,-0.1861,-18.2379,2.0998,0.0738,-12.7484,-13.8357,-0.7680,-0.7626,2.1029,23.8020,11.2727,3.5664,-5.3235,2.4826,21.5406,0.0000,0.0000
295,19.666667,15,0.0000,0.0000,-3.9116,0.0000,0.0000,0.0035,0.0000,0.0000,0.1342,0.0697,0.0000,0.0000,-0.1534,-0.0253,3.1818,2.7212,1.3293,0.0281,25.1701,8.4608,-18.6715,8.2534,0.2670,-10.5897,-12.4149,-1.1062,-0.2810,4.3536,18.6485,10.6283,3.5741,-6.0516,9.2152,10.5281,0.0000,0.0000
296,19.733333,15,0.0000,0.0000,-3.8978,0.0000,0.0000,0.0195,0.0000,0.0000,0.1791,0.0284,0.0000,0.0000,0.1486,0.0073,3.2144,3.0112,3.1754,0.0713,19.1846,5.6248,0.4563,5.1343,0.1415,-8.6477,-8.6743,-0.9715,-0.4259,1.9692,23.8374,10.9147,3.5674,-6.1159,6.5572,21.5282,0.0000,0.0000
297,19.800000,15,0.0000,0.0000,-0.7013,0.0000,0.0000,0.0046,0.0000,0.0000,0.1724,0.0492,0.0000,0.0000,-0.1240,-0.0159,3.2666,2.8032,1.3414,0.0878,16.6168,2.6593,-2.3052,5.2206,0.1626,-14.8760,-20.6024,-0.8139,-0.6502,3.7363,15.9686,11.0194,3.4488,-6.1390,9.2674,15.2333,0.0000,0.0000
298,19.866667,15,0.0000,0.0000,-3.9208,0.0000,0.0000,0.0152,0.0000,0.0000,0.1462,0.0639,0.0000,0.0000,-0.1530,-0.0068,3.1786,2.7118,1.3382,0.0389,25.2921,8.3829,-20.7657,5.2256,0.1523,-12.8684,-19.6052,-1.6348,-0.7824,3.7532,15.8240,10.4478,3.3302,-5.4134,9.3111,19.2225,0.0000,0.0000
299,19.933333,15,0.0000,0.0000,-0.4783,0.0000,0.0000,0.0150,0.0000,0.0000,1.1725,0.0531,0.0000,0.0000,-0.1545,0.0002,4.2050,2.7162,3.1067,2.1554,19.2893,3.2619,-20.2229,8.2545,0.2358,-16.7114,-14.7116,1.8311,-0.0751,4.7504,24.6269,12.7150,3.9269,-7.0438,6.6902,19.4591,0.0000,0.0000
300,20.000000,15,0.0000,0.0000,-0.4344,0.0000,0.0000,0.0042,0.0000,0.0000,0.1243,0.0368,0.0000,0.0000,0.1417,0.0120,3.1715,0.1928,3.0919,2.3295,21.2760,3.1495,-34.6056,6.6782,0.1748,-12.7116,-23.6829,-2.1825,-0.8229,3.8747,22.9431,11.4620,3.7160,-6.0645,18.5456,19.1630,0.0000,0.0000
301,20.066667,15,0.0000,0.0000,-0.3980,0.0000,0.0000,0.0176,0.0000,0.0000,0.1904,0.0168,0.0000,0.0000,-0.1190,-0.0103,3.2261,0.0348,1.3579,2.0969,17.6072,3.2115,-30.6784,6.7053,0.1890,-18.6974,-17.9758,1.2083,-0.1452,3.3752,28.8587,13.1270,4.0358,-8.4435,10.3137,18.9017,0.0000,0.0000
302,20.133333,15,0.0000,0.0000,-0.2850,0.0000,0.0000,0.0117,0.0000,0.0000,0.1771,0.0053,0.0000,0.0000,-0.1614,0.0127,0.2614,0.0675,1.3308,0.0564,5.3739,-0.0119,5.5375,3.6492,0.0863,-14.9368,-35.6266,-2.0246,-1.5032,5.5173,11.5420,10.3186,3.1440,-3.7383,37.9050,13.2439,0.0000,0.0000
303,20.200000,15,0.0000,0.0000,-0.2877,0.0000,0.0000,0.0141,0.0000,0.0000,0.2278,-0.0436,0.0000,0.0000,0.1064,0.0525,3.2353,0.0149,3.0640,2.1036,8.3067,1.9173,27.0125,3.6846,0.0620,-19.0613,-41.3624,0.8614,-1.0040,6.5376,12.5498,11.5683,3.4956,-4.4946,32.8550,13.8369,0.0000,0.0000
304,20.266667,15,0.0000,0.0000,-0.0554,0.0000,0.0000,0.0078,0.0000,0.0000,0.2256,-0.0483,0.0000,0.0000,0.0940,0.0459,3.2175,0.0208,1.4258,0.0000,14.1667,1.9731,29.2914,6.7034,0.1637,-16.9446,-33.0315,-0.3290,-0.7413,6.3696,12.6536,11.0339,3.5270,-4.7862,19.7560,9.0198,0.0000,0.0000
305,20.333333,15,0.0000,0.0000,-0.0580,0.0000,0.0000,0.0004,0.0000,0.0000,2.9629,-0.0617,0.0000,0.0000,-0.2352,0.0345,8.9148,0.1917,1.3427,0.0079,-2.2187,1.3778,40.2683,0.6748,-0.0182,-20.9822,-25.1826,4.0978,-0.4773,2.2997,23.0953,12.7225,3.8379,-8.2094,2.7580,17.5428,0.0000,0.0000
306,20.400000,15,0.0000,0.0000,-0.0709,0.0000,0.0000,0.0039,0.0000,0.0000,2.8919,-0.0220,0.0000,0.0000,-0.2018,0.0217,8.7026,0.1820,3.0754,1.6767,-4.7763,-2.0713,45.1248,0.6031,-0.0168,-14.8628,-19.9465,1.6508,-1.0630,3.3453,14.0344,10.4964,3.0228,-4.2505,7.7904,18.8140,0.0000,0.0000
307,20.466667,15,0.0000,0.0000,-0.1485,0.0000,0.0000,0.0128,0.0000,0.0000,2.9163,-0.0223,0.0000,0.0000,-0.1623,-0.0076,8.8810,0.1072,1.8167,2.1393,-2.2362,-0.5995,28.2810,0.5428,0.0068,-16.8103,-14.7207,3.4137,-0.5545,1.2714,25.5716,12.2152,3.7649,-7.2996,7.3521,17.4627,0.0000,0.0000
308,20.533333,15,0.0000,0.0000,-0.1246,0.0000,0.0000,0.0203,0.0000,0.0000,2.9227,-0.0058,0.0000,0.0000,-0.1430,-0.0055,8.9324,0.0429,1.3185,2.1590,-1.9796,-0.5289,28.2914,3.6835,0.0981,-16.8329,-20.6024,2.6128,-0.5927,5.4541,17.1681,11.6165,3.5140,-4.5624,2.6387,13.4476,0.0000,0.0000
309,20.600000,15,0.0000,0.0000,-0.0696,0.0000,0.0000,0.0144,0.0000,0.0000,2.9076,-0.0153,0.0000,0.0000,-0.1685,0.0061,8.9026,0.0073,1.3681,0.0188,-1.3082,4.5064,10.5196,2.0989,0.0401,-27.4423,-20.1384,7.1479,0.4692,2.0496,34.0103,12.8696,4.1324,-11.2959,4.8524,18.4400,0.0000,0.0000
310,20.666667,15,0.0000,0.0000,3.5859,0.0000,0.0000,0.0185,0.0000,0.0000,2.8756,0.0046,0.0000,0.0000,-0.1569,-0.0221,8.8790,0.0070,1.8320,2.1580,-10.3380,-2.6023,15.7897,-0.9777,-0.0464,-21.0502,-17.9685,4.6575,-0.3042,1.6235,27.3395,12.6314,3.9557,-8.5671,7.2654,17.4919,0.0000,0.0000
311,20.733333,15,0.0000,0.0000,-0.0723,0.0000,0.0000,0.0030,0.0000,0.0000,2.8102,0.0332,0.0000,0.0000,-0.1269,-0.0631,8.6805,0.3506,3.0701,0.0464,1.8992,2.6556,23.1361,5.1246,0.1244,-23.0652,-18.4431,5.4261,0.1285,3.6402,27.7243,13.3677,4.0688,-8.9239,10.3341,18.3301,0.0000,0.0000
312,20.800000,15,0.0000,0.0000,-3.8397,0.0000,0.0000,0.0142,0.0000,0.0000,2.7592,0.0954,0.0000,0.0000,-0.1095,-0.0983,5.9236,0.4220,0.0300,2.0775,-7.2861,12.9714,-30.7042,2.1427,0.0139,-35.9483,-28.2256,11.6630,1.7385,5.1093,37.4525,11.9978,3.9456,-12.0809,5.7885,13.7322,0.0000,0.0000
313,20.866667,15,0.0000,0.0000,-3.8652,0.0000,0.0000,0.0297,0.0000,0.0000,3.6085,0.1911,0.0000,0.0000,-0.1051,-0.1386,6.9060,0.6410,3.1844,1.6072,-4.3408,11.5162,-18.5513,2.1673,-0.0006,-33.8450,-21.1548,10.6463,1.2671,3.2090,37.3889,12.1759,3.9847,-12.6900,11.4703,11.1724,0.0000,0.0000
314,20.933333,15,0.0000,0.0000,-0.3380,0.0000,0.0000,0.0454,0.0000,0.0000,3.6323,0.2007,0.0000,0.0000,-3.5796,-0.1257,9.7996,6.9757,3.1650,0.0576,-2.9411,5.3814,-31.9481,3.6449,0.0301,-14.5321,-7.5558,5.0347,-0.1273,1.6612,12.8813,13.9527,3.2222,-7.9079,11.0786,3.2381,0.0000,0.0000
315,21.000000,15,0.0000,0.0000,-0.2653,0.0000,0.0000,0.0382,0.0000,0.0000,3.6324,0.2321,0.0000,0.0000,-3.5531,-0.1571,9.8905,6.9838,1.9756,3.8207,1.9197,11.8248,-23.1401,5.1654,0.0852,-27.4307,-10.4944,8.1221,0.4970,3.1642,31.7578,16.9041,-355.8597,-10.7955,19.2608,11.6895,0.0000,0.0000
316,21.066667,15,0.0000,0.0000,-0.2572,0.0000,0.0000,0.0496,0.0000,0.0000,3.6308,0.2568,0.0000,0.0000,-3.5329,-0.2069,7.1345,7.0210,3.2111,1.6985,-15.5609,8.7702,-14.1799,0.5440,-0.0707,-23.1002,-10.7225,7.1368,0.1943,1.5083,23.3520,16.5866,3.9900,-10.4100,16.7408,9.4493,0.0000,0.0000
317,21.133333,15,0.0000,0.0000,-0.1825,0.0000,0.0000,0.0467,0.0000,0.0000,6.3783,0.3171,0.0000,0.0000,0.7534,-4.0208,15.4067,6.8637,2.0146,0.0083,0.1233,4.1189,11.4003,6.6357,0.1231,-10.1259,2.0379,9.8658,0.4065,3.5300,13.1935,12.3087,3.9711,-10.0705,27.5720,1.3036,0.0000,0.0000
318,21.200000,15,0.0000,0.0000,-1.6909,0.0000,0.0000,1.6744,0.0000,0.0000,9.2948,-1.3599,0.0000,0.0000,0.7138,-2.3508,21.4747,6.8406,1.9116,1.7812,-13.6951,-4.7246,-0.4476,3.5358,-1.5622,-4.3152,10.8909,15.2097,0.9507,0.8380,5.4324,6.1894,2.1703,-5.1929,5.2880,3.2868,0.0000,0.0000
319,21.266667,15,0.0000,0.0000,-1.6046,0.0000,0.0000,1.6556,0.0000,0.0000,9.2891,-1.3624,0.0000,0.0000,0.7205,-2.3691,21.4171,6.8561,1.9712,3.3843,-29.4713,4.9656,-9.0292,-2.6546,-1.6862,-20.4499,-1.7661,12.4054,0.3005,3.9359,19.8462,13.8255,3.8571,-7.4803,8.2705,10.6297,0.0000,0.0000
320,21.333333,15,0.0000,0.0000,-1.6405,0.0000,0.0000,1.6706,0.0000,0.0000,9.3261,-1.3628,0.0000,0.0000,0.6884,-2.3463,21.5284,6.8833,2.0005,1.7397,-12.7141,-1.9212,17.9924,5.0344,-1.5200,-8.0108,16.4874,17.6642,1.0749,0.7563,20.3168,11.8448,3.4855,-8.4602,7.2449,11.6625,0.0000,0.0000
321,21.400000,15,0.0000,0.0000,-1.5508,0.0000,0.0000,1.6503,0.0000,0.0000,9.2984,-1.3566,0.0000,0.0000,0.7094,-2.3617,21.4345,6.8858,1.9666,1.7683,-16.9543,-3.9187,16.6586,0.6065,-1.6085,-6.4259,7.5750,13.8798,0.7416,0.1135,7.9915,7.8187,2.0976,-4.5537,3.2438,3.8523,0.0000,0.0000
322,21.466667,15,0.0000,0.0000,-1.6395,0.0000,0.0000,1.6464,0.0000,0.0000,6.3935,-1.3400,0.0000,0.0000,0.7047,-2.3848,15.7231,6.8896,1.9893,3.7671,-25.6593,-1.4934,-3.8734,0.3752,-1.6102,-12.1941,-7.2985,5.9375,-0.2389,4.5366,13.4428,11.2032,3.0380,-3.4425,25.6678,9.4940,0.0000,0.0000
323,21.533333,15,0.0000,0.0000,-0.1346,0.0000,0.0000,0.0191,0.0000,0.0000,9.2868,0.2858,0.0000,0.0000,0.7438,-4.0006,21.9562,6.8352,3.1474,0.0756,-30.5518,16.2711,25.1119,-4.0181,-0.1800,-33.1037,-0.0739,15.6287,0.7671,1.8946,41.8577,13.2349,3.3712,-18.2214,6.7061,4.7230,0.0000,0.0000
324,21.600000,15,0.0000,0.0000,-1.8017,0.0000,0.0000,1.6631,0.0000,0.0000,6.3804,-1.3627,0.0000,0.0000,0.7424,-2.3620,16.0332,6.8364,2.0165,1.6858,-29.4981,10.0093,27.3269,-2.6545,-1.6932,-26.7206,-15.2633,9.3715,0.7545,5.5735,26.3499,14.6129,-355.7548,-9.9385,25.5309,10.3727,0.0000,0.0000
325,21.666667,15,0.0000,0.0000,-1.7205,0.0000,0.0000,1.6405,0.0000,0.0000,9.2987,-1.3629,0.0000,0.0000,0.7162,-2.3585,21.4315,6.8469,1.9722,0.0545,-15.2638,3.0808,32.3054,3.4628,-1.5302,-16.2843,8.1690,13.9558,0.5439,3.1246,19.5433,13.3152,3.7685,-7.7016,3.2469,11.7021,0.0000,0.0000
326,21.733333,15,0.0000,0.0000,-1.6826,0.0000,0.0000,1.6376,0.0000,0.0000,6.3907,-1.3651,0.0000,0.0000,-3.5322,1.4421,15.6260,6.9744,1.9832,3.7684,-16.5817,-2.1959,13.8853,-1.1323,-1.6352,-8.7372,1.0677,8.1855,0.0853,0.2738,2.7676,7.9251,0.6532,-0.5071,18.9627,1.1903,0.0000,0.0000
327,21.800000,15,0.0000,0.0000,-1.7028,0.0000,0.0000,1.6358,0.0000,0.0000,6.3936,-1.3845,0.0000,0.0000,-0.1058,1.4632,15.9350,0.6776,1.9856,2.0750,-20.1511,1.4845,-8.7168,-1.1733,-1.6345,-14.8099,-12.7225,5.4315,-1.0989,5.7163,1.4336,7.3708,1.4501,0.5740,27.6413,2.4774,0.0000,0.0000
328,21.866667,15,0.0000,0.0000,-1.8190,0.0000,0.0000,1.6549,0.0000,0.0000,6.4355,-1.4372,0.0000,0.0000,-3.0286,1.4708,15.6072,6.7891,1.9482,3.7919,-12.8563,7.8373,24.8320,0.4298,-1.6169,-23.1036,-17.0943,7.8037,-0.5046,3.1510,11.5709,14.6443,3.2171,-5.9627,21.7301,3.5349,0.0000,0.0000
329,21.933333,15,0.0000,0.0000,-1.8076,0.0000,0.0000,1.6431,0.0000,0.0000,6.4682,-1.4376,0.0000,0.0000,-0.0905,1.4886,15.9156,0.6557,1.9641,1.6831,-3.9131,21.6619,-21.1442,3.5334,-1.5308,-48.5047,-27.6691,19.9619,2.2772,5.0571,52.8148,1.9097,2.9268,-12.8365,17.6662,5.6482,0.0000,0.0000
330,22.000000,15,0.0000,0.0000,-0.1971,0.0000,0.0000,0.0048,0.0000,0.0000,5.6678,0.1490,0.0000,0.0000,-0.0691,-0.1223,14.3984,0.3989,3.1243,0.0223,-12.8269,10.4065,-40.1781,0.4329,-0.0197,-25.2578,-32.6356,9.0967,0.2043,7.3519,8.8632,13.9829,3.9910,-6.4379,8.7302,0.2307,0.0000,0.0000
331,22.066667,15,0.0000,0.0000,-3.7920,0.0000,0.0000,0.0097,0.0000,0.0000,2.8323,0.1069,0.0000,0.0000,-0.0750,-0.0993,8.9761,0.3801,1.9447,0.0041,-15.1368,1.3465,-20.8770,0.4268,-0.0150,-16.7444,-35.4601,1.2015,-1.5114,4.5927,13.8369,11.0561,3.2136,-4.2915,11.9960,10.2155,0.0000,0.0000
332,22.133333,15,0.0000,0.0000,-3.9082,0.0000,0.0000,0.0160,0.0000,0.0000,2.8956,0.0635,0.0000,0.0000,-0.0789,-0.0827,9.0047,0.3428,0.0373,0.0657,-18.9763,24.8226,-4.5211,0.3706,-0.0110,-49.9434,-45.6766,25.6245,5.3620,11.6950,48.1882,5.0630,2.4093,-14.3103,4.7877,5.3349,0.0000,0.0000
333,22.200000,15,0.0000,0.0000,-0.2212,0.0000,0.0000,0.0155,0.0000,0.0000,2.8803,0.0438,0.0000,0.0000,-0.0865,-0.0401,8.8963,0.1427,3.1465,3.7325,-14.3445,20.2566,9.4392,0.4256,-0.0096,-50.2496,-37.0817,22.2006,4.7310,5.8480,50.5272,3.6404,2.1376,-16.3767,3.4053,12.6539,0.0000,0.0000
